REF_DATE,City,Province,Housing_Type,PRICE_INDEX,city_size_type,pop_2016,city_size,pop_density,Year,PRICE_INDEX_P
2015-02-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,100.0
2015-03-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,100.0
2015-04-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,100.0
2015-05-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,99.0
2015-06-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,99.0
2015-07-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,100.0
2015-08-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,100.0
2015-09-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,100.0
2015-10-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,100.0
2015-11-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,100.0
2015-12-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2015,100.0
2016-01-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2016-02-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2016-03-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2016-04-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2016-05-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2016-06-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2016-07-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,99.0
2016-08-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,99.0
2016-09-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2016-10-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2016-11-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2016-12-01,St. John's,Newfoundland and Labrador,House only,100,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2016,100.0
2017-01-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,99.0
2017-02-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,99.0
2017-03-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,99.0
2017-04-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,99.0
2017-05-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,99.0
2017-06-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,99.0
2017-07-01,St. John's,Newfoundland and Labrador,House only,99,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,99.0
2017-08-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,98.0
2017-09-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,98.0
2017-10-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,98.0
2017-11-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,98.0
2017-12-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2017,98.0
2018-01-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,98.0
2018-02-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,98.0
2018-03-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,98.0
2018-04-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,98.0
2018-05-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,98.0
2018-06-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,98.0
2018-07-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,98.0
2018-08-01,St. John's,Newfoundland and Labrador,House only,98,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,98.0
2018-09-01,St. John's,Newfoundland and Labrador,House only,97,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,97.0
2018-10-01,St. John's,Newfoundland and Labrador,House only,97,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,97.0
2018-11-01,St. John's,Newfoundland and Labrador,House only,97,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,97.0
2018-12-01,St. John's,Newfoundland and Labrador,House only,97,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2018,97.0
2019-01-01,St. John's,Newfoundland and Labrador,House only,97,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,97.0
2019-02-01,St. John's,Newfoundland and Labrador,House only,97,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,97.0
2019-03-01,St. John's,Newfoundland and Labrador,House only,97,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,97.0
2019-04-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,96.0
2019-05-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,96.0
2019-06-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,96.0
2019-07-01,St. John's,Newfoundland and Labrador,House only,95,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,95.0
2019-08-01,St. John's,Newfoundland and Labrador,House only,95,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,95.0
2019-09-01,St. John's,Newfoundland and Labrador,House only,95,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,95.0
2019-10-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,96.0
2019-11-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,96.0
2019-12-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2019,96.0
2020-01-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2020,104.17135548157556
2020-02-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2020,104.17135548157556
2020-03-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2020,104.17135548157556
2020-04-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2020,104.17135548157556
2020-05-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2020,104.17135548157556
2020-06-01,St. John's,Newfoundland and Labrador,House only,96,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2020,104.17135548157556
2020-07-01,St. John's,Newfoundland and Labrador,House only,95,"Large urban population centre (100,000 or more)",178427.0,166.0,1074.9,2020,104.17135548157556
2015-02-01,Québec,Quebec,House only,101,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,101.0
2015-03-01,Québec,Quebec,House only,101,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,101.0
2015-04-01,Québec,Quebec,House only,101,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,101.0
2015-05-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,100.0
2015-06-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,100.0
2015-07-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,100.0
2015-08-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,100.0
2015-09-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,100.0
2015-10-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,100.0
2015-11-01,Québec,Quebec,House only,99,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,99.0
2015-12-01,Québec,Quebec,House only,99,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2015,99.0
2016-01-01,Québec,Quebec,House only,99,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,99.0
2016-02-01,Québec,Quebec,House only,99,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,99.0
2016-03-01,Québec,Quebec,House only,99,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,99.0
2016-04-01,Québec,Quebec,House only,99,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,99.0
2016-05-01,Québec,Quebec,House only,99,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,99.0
2016-06-01,Québec,Quebec,House only,99,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,99.0
2016-07-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,100.0
2016-08-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,100.0
2016-09-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,100.0
2016-10-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,100.0
2016-11-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,100.0
2016-12-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2016,100.0
2017-01-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-02-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-03-01,Québec,Quebec,House only,99,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,99.0
2017-04-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-05-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-06-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-07-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-08-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-09-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-10-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-11-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2017-12-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2017,100.0
2018-01-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-02-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-03-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-04-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-05-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-06-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-07-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-08-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-09-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-10-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-11-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2018-12-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2018,100.0
2019-01-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-02-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-03-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-04-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-05-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-06-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-07-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-08-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-09-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-10-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-11-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2019-12-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2019,100.0
2020-01-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2020,104.1062584543206
2020-02-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2020,104.1062584543206
2020-03-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2020,104.1062584543206
2020-04-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2020,104.1062584543206
2020-05-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2020,104.1062584543206
2020-06-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2020,104.1062584543206
2020-07-01,Québec,Quebec,House only,100,"Large urban population centre (100,000 or more)",705103.0,427.66,1648.8,2020,104.1062584543206
2015-02-01,Montréal,Quebec,House only,98,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,98.0
2015-03-01,Montréal,Quebec,House only,98,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,98.0
2015-04-01,Montréal,Quebec,House only,98,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,98.0
2015-05-01,Montréal,Quebec,House only,98,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,98.0
2015-06-01,Montréal,Quebec,House only,98,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,98.0
2015-07-01,Montréal,Quebec,House only,98,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,98.0
2015-08-01,Montréal,Quebec,House only,98,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,98.0
2015-09-01,Montréal,Quebec,House only,98,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,98.0
2015-10-01,Montréal,Quebec,House only,98,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,98.0
2015-11-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,99.0
2015-12-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2015,99.0
2016-01-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,99.0
2016-02-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,99.0
2016-03-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,99.0
2016-04-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,99.0
2016-05-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,99.0
2016-06-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,99.0
2016-07-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,99.0
2016-08-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,99.0
2016-09-01,Montréal,Quebec,House only,100,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,100.0
2016-10-01,Montréal,Quebec,House only,100,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,100.0
2016-11-01,Montréal,Quebec,House only,99,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,99.0
2016-12-01,Montréal,Quebec,House only,100,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2016,100.0
2017-01-01,Montréal,Quebec,House only,100,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,100.0
2017-02-01,Montréal,Quebec,House only,100,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,100.0
2017-03-01,Montréal,Quebec,House only,100,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,100.0
2017-04-01,Montréal,Quebec,House only,100,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,100.0
2017-05-01,Montréal,Quebec,House only,100,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,100.0
2017-06-01,Montréal,Quebec,House only,100,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,100.0
2017-07-01,Montréal,Quebec,House only,101,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,101.0
2017-08-01,Montréal,Quebec,House only,101,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,101.0
2017-09-01,Montréal,Quebec,House only,101,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,101.0
2017-10-01,Montréal,Quebec,House only,101,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,101.0
2017-11-01,Montréal,Quebec,House only,101,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,101.0
2017-12-01,Montréal,Quebec,House only,101,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2017,101.0
2018-01-01,Montréal,Quebec,House only,102,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,102.0
2018-02-01,Montréal,Quebec,House only,102,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,102.0
2018-03-01,Montréal,Quebec,House only,102,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,102.0
2018-04-01,Montréal,Quebec,House only,102,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,102.0
2018-05-01,Montréal,Quebec,House only,103,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,103.0
2018-06-01,Montréal,Quebec,House only,104,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,104.0
2018-07-01,Montréal,Quebec,House only,104,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,104.0
2018-08-01,Montréal,Quebec,House only,104,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,104.0
2018-09-01,Montréal,Quebec,House only,104,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,104.0
2018-10-01,Montréal,Quebec,House only,105,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,105.0
2018-11-01,Montréal,Quebec,House only,105,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,105.0
2018-12-01,Montréal,Quebec,House only,105,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2018,105.0
2019-01-01,Montréal,Quebec,House only,105,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,105.0
2019-02-01,Montréal,Quebec,House only,105,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,105.0
2019-03-01,Montréal,Quebec,House only,105,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,105.0
2019-04-01,Montréal,Quebec,House only,105,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,105.0
2019-05-01,Montréal,Quebec,House only,106,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,106.0
2019-06-01,Montréal,Quebec,House only,106,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,106.0
2019-07-01,Montréal,Quebec,House only,109,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,109.0
2019-08-01,Montréal,Quebec,House only,110,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,110.0
2019-09-01,Montréal,Quebec,House only,111,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,111.0
2019-10-01,Montréal,Quebec,House only,112,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,112.0
2019-11-01,Montréal,Quebec,House only,114,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,114.0
2019-12-01,Montréal,Quebec,House only,114,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2019,114.0
2020-01-01,Montréal,Quebec,House only,114,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2020,103.98476442070387
2020-02-01,Montréal,Quebec,House only,115,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2020,103.98476442070387
2020-03-01,Montréal,Quebec,House only,116,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2020,103.98476442070387
2020-04-01,Montréal,Quebec,House only,116,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2020,103.98476442070387
2020-05-01,Montréal,Quebec,House only,116,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2020,103.98476442070387
2020-06-01,Montréal,Quebec,House only,117,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2020,103.98476442070387
2020-07-01,Montréal,Quebec,House only,118,"Large urban population centre (100,000 or more)",3519595.0,1293.99,2719.9,2020,103.98476442070387
2015-02-01,Toronto,Ontario,House only,86,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,86.0
2015-03-01,Toronto,Ontario,House only,87,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,87.0
2015-04-01,Toronto,Ontario,House only,87,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,87.0
2015-05-01,Toronto,Ontario,House only,87,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,87.0
2015-06-01,Toronto,Ontario,House only,88,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,88.0
2015-07-01,Toronto,Ontario,House only,88,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,88.0
2015-08-01,Toronto,Ontario,House only,89,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,89.0
2015-09-01,Toronto,Ontario,House only,89,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,89.0
2015-10-01,Toronto,Ontario,House only,90,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,90.0
2015-11-01,Toronto,Ontario,House only,90,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,90.0
2015-12-01,Toronto,Ontario,House only,90,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2015,90.0
2016-01-01,Toronto,Ontario,House only,91,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,91.0
2016-02-01,Toronto,Ontario,House only,91,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,91.0
2016-03-01,Toronto,Ontario,House only,92,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,92.0
2016-04-01,Toronto,Ontario,House only,93,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,93.0
2016-05-01,Toronto,Ontario,House only,95,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,95.0
2016-06-01,Toronto,Ontario,House only,96,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,96.0
2016-07-01,Toronto,Ontario,House only,97,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,97.0
2016-08-01,Toronto,Ontario,House only,98,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,98.0
2016-09-01,Toronto,Ontario,House only,98,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,98.0
2016-10-01,Toronto,Ontario,House only,100,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,100.0
2016-11-01,Toronto,Ontario,House only,100,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,100.0
2016-12-01,Toronto,Ontario,House only,100,"Large urban population centre (100,000 or more)",5429524.0,1792.99,3028.2,2016,100.0
